eo_id,chunk_id,chunk_length,chunk_text
14248,87,61,compliance with federal law setting the national election day
14248,88,215,to achieve full compliance with the federal laws that set the uniform day for appointing presidential electors and electing members of congress a the attorney general shall take all necessary action to enforce 2 usc
14248,89,11,7 and 3 usc
14248,90,278,1 against states that violate these provisions by including absentee or mailin ballots received after election day in the final tabulation of votes for the appointment of presidential electors and the election of members of the united states senate and house of representa tives
14248,91,24,b consistent with 52 usc
14248,92,172,21001b and other applicable law the election assistance commission shall condition any available funding to a state on that states compliance with the requirement in 52 usc
14248,93,196,21081a6 that each state adopt uniform and nondiscriminatory standards within that state that define what constitutes a vote and what will be counted as a vote including that as prescribed in 2 usc
14248,94,11,7 and 3 usc
14248,95,158,1 there be a uniform and nondiscriminatory ballot receipt deadline of elec tion day for all methods of voting excluding ballots cast in accordance with 52 usc
14248,96,56,20301 et seq after which no additional votes may be cast
14248,97,65,preventing foreign interference and unlawful use of federal funds
14248,98,110,the attorney general in consultation with the secretary of the treasury shall prioritize enforcement of 52 usc
14248,99,118,30121 and other appropriate laws to prevent foreign nationals from contributing or donating in united states elections
14248,100,68,the attorney general shall likewise prioritize enforcement of 31 usc
14248,101,95,1352 which prohibits lobbying by organizations or entities that have received any federal funds
14248,102,48,federal actions to address executive order 14019
14248,103,447,the heads of all agencies and the election assistance commission shall cease all agency actions implementing executive order 14019 of march 7 2021 promoting access to voting which was revoked by executive order 14148 of on january 20 2025 initial rescissions of harmful executive orders and ac tions and within 90 days of the date of this order submit to  through the assistant to for domestic policy a report describing compliance with this order
14248,104,12,severability
14248,105,268,if any provision of this order or the application of any provision to any agency person or circumstance is held to be invalid the remainder of this order and the application of its provisions to any other agencies persons or circumstances shall not be affected thereby
14248,106,18,general provisions
14248,107,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14248,108,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14248,109,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14249,1,73,protecting americas bank account against fraud waste and abuse  section 1
14249,2,7,purpose
14249,3,112,promoting financial integrity and operational efficiency are critical responsibilities of the federal government
14249,4,227,the federal govern ment processes trillions of dollars annually in disbursements to individuals businesses and organizations and in receipts from taxes fees and other payments to finance daily and longterm government operations
14249,5,135,these trans actions flow into and out of the united states general fund general fund which might be thought of as americas bank account
14249,6,210,in fiscal year 2024 339 trillion flowed into the general fund and 336 trillion flowed out of the account including 587 trillion less net interest in benefits grants loans vendor payments and other disbursements
14249,7,268,the department of the treasury is the largest financial payment manager of the federal government and is responsible for safeguarding the general fund but lacks sufficient controls to track transactions flowing through the general fund to determine if they were proper
14249,8,224,to enforce sufficient controls and ensure accountability to american taxpayers the department of the treasury requires financial information from executive departments and agencies agencies beyond what they currently provide
14249,9,94,financial fraud threatens the integrity of federal programs and undermines trust in government
14249,10,201,agencies past underinvestment in technology and longstanding challenges with access to accurate data has prevented them from more fully safeguarding taxpayer dollars against fraud and improper payments
14249,11,126,the government accountability office estimates that the federal government loses between 233 and 521 billion annually to fraud
14249,12,257,in addition to being an efficient steward of taxpayer funds the federal government on behalf of the american public must seek to ensure that financial information is accurate and that there is transparency with respect to how taxpayer dollars are being used
14249,13,211,today federal funds are disbursed both by the department of the treasury and various federal government entities that are authorized to issue their own disbursements known as nontreasury disbursing offices ntdos
14249,14,179,in fiscal year 2024 ntdos were estimated to be responsible for 181 million payments totaling over 15 trillion approximately 22 percent of all federal government dollars dis bursed
14249,15,405,this fragmentation of disbursing authority together with the pro liferation of nonstandard financial management systems across the federal government leads to expensive disjointed and duplicative financial report ing lack of financial traceability complicated financial management opacity increased operational risks and decreased ability of the department of the treasury to provide centralized oversight
14249,16,201,this order promotes financial integrity by enabling the department of the treasury to more easily conduct improper payment and fraud prevention screening prior to disbursing funds on behalf of agencies
14249,17,210,this order increases transparency and accountability by requiring agencies to provide the depart ment of the treasury with the information needed to track transactions through the general fund in greater detail
14249,18,197,this order also promotes oper ational efficiency by returning disbursing functions to the department of the treasury when possible and consolidating and standardizing core federal financial systems
14249,19,6,policy
14249,20,278,it is the policy of the united states to defend against financial fraud and improper payments increase transparency and accountability around the federal governments operations and financial condition increase efficiency reduce costs and enhance the security of federal payments
14249,21,52,treasury verification of agency payments information
14249,22,330,a the sec retary of the treasury in consultation with the director of the office of management and budget omb director shall update guidance and enhance systems to ensure that all payments made by the department of the treasury on behalf of agencies pursuant to the secretary of the treasurys disbursing authority including 31 usc
14249,23,282,3321 are subject to precertification verification processes established by the secretary of the treasury and con ducted by agencies and the department of the treasury for the purposes of defending against financial fraud and improper payments to the greatest extent permitted by law
14249,24,114,such guidance shall set forth guidelines for compli ance with the do not pay working system as described in 31 usc
14249,25,220,3351 et seq and such other payment account and payee validation programs and services that the secretary of the treasury and the omb director deter mine to be beneficial for reducing financial fraud and improper payments
14249,26,27,b in accordance with 31 usc
14249,27,367,3354 the heads of all agencies shall cooperate with the secretary of the treasury to fulfill their obligations to determine payment or award eligibility through precertification and pre award procedures as determined by the secretary of the treasury including pursuant to subsection a of this section and section 4 of this order to prevent fraud and improper payments
14249,28,184,c the secretary of the treasury is directed to minimize administrative barriers to accessing and using data to prevent fraud and improper payments by exercising the authority in 31 usc
14249,29,11,3351 et seq
14249,30,34,to waive the requirements of 5 usc
14249,31,138,552o in consultation with the omb director in any case or class of cases for computer matching activities to the extent permissible by law
14249,32,382,d within 90 days of the date of this order agency heads shall review and modify as applicable their relevant system of records notices under the privacy act of 1974 to include a routine use that allows for the disclosure of records to the department of the treasury for the purposes of identifying preventing or recouping fraud and improper payments to the extent permissible by law
14249,33,429,e the secretary of the treasury in consultation with the omb director shall issue guidance to agency heads on the circumstances in which agency heads to the extent permissible by law may provide the secretary of the treasury with access to data necessary for the purposes of detecting and preventing fraud and improper payments as well as data for payment infor mation verification and not for example data such as health records
14249,34,53,implementation and compliance of payment verification
14249,35,231,a agency heads through designated agency officials certifying officers or cos who are responsible for verifying that disbursements made by the federal govern ment are legal proper and correct and for performing the duties in 31 usc
14249,36,153,3528 shall comply with the disbursement requirements and instruc tions including precertification requirements published by the secretary of the treasury
14249,37,306,b the secretary of the treasury shall consider as appropriate issuing instructions to agencies to enforce the following precertification criteria for disbursement requests submitted by cos vouchers before they are certified for payment by the co i funds are available at the time the obligation is incurred
14249,38,99,if an obligation is incurred when funds are not available then the co shall not certify the payment
14249,39,161,ii the amount of the payment and the name of the payee on the voucher are correct in conformance with the department of the treasurys pre scribed standard format
14249,40,215,iii a proper social security number taxpayer identification number employer identification number individual taxpayer identification num ber or payee id number is provided for each payee on the voucher as applicable
14249,41,201,iv the appropriation or fund from which the payment will be made is available for the purpose set forth in the voucher and indicated with the appropriate treasury account symbolbusiness event type code
14249,42,77,v payees are not deceased individuals to the greatest extent permitted by law
14249,43,150,vi the account number provided on the voucher is held at a financial institution and is open valid and belongs to the payee or valid designee of payee
14249,44,160,vii contracts or agreements are referenced on the voucher by providing the contract number referred to as the procurement instrument identifier where applicable
14249,45,177,viii financial assistance awards nonaggregate are referenced on the voucher by providing the award number referred to as the federal award identification number where applicable
14249,46,164,ix for summary schedules the payments on the voucher are submitted in conformance with the department of the treasury prescribed standard formats for such schedules
14249,47,442,c agency heads shall submit payment files other than with respect to sameday payments to the secretary of the treasury or the secretarys designee with sufficient lead time prior to the date of disbursement as determined by the department of the treasury and provided in the require ments and instructions issued pursuant to subsections a and b of this section to allow for fraud and improper payment screening to the extent permissible by law
14249,48,177,with respect to sameday payments agency heads shall submit payment files to the secretary of the treasury or the secretarys designee as much in advance as reasonably practicable
14249,49,434,d in issuing requirements and instructions pursuant to subsection a of this section the secretary of the treasury shall consider whether it would be appropriate to provide that the department of the treasurys chief disbursing officer return to the relevant agency for reconciliation any payments that do not pass the precertification verification processes established pursuant to section 3a of this order and notify the designated co
14249,50,308,e the secretary of the treasury shall include in the guidance issued pursuant to subsection a of this section or in other regulations or guidance a transparent process for agencies to request exemptions from some or all of the payment verification requirements for specific payments or categories of payments
14249,51,35,core financial system consolidation
14249,52,123,a within 180 days of the date of this order the omb director shall issue guidance that directs agencies described in 31 usc
14249,53,65,901b cfo act agencies to consolidate their core financial systems
14249,54,328,b as soon as practicable but not later than 180 days of the date of this order the omb director in consultation with the secretary of the treasury shall issue guidance directing all noncfo act agencies to consoli date transactional financial management services under a single provider approved by the department of the treasury
14249,55,234,c as soon as practicable all heads of cfo act agencies shall use standard financial management solutions available through the financial management marketplace administered by the financial management quality service management office
14249,56,276,d agency heads shall ensure that core financial systems comply with federal accounting and financial reporting standards and relevant regulations orders guidance documents policy statements and other agency actions published by the department of the treasury from time to time
14249,57,18,reduction of ntdos
14249,58,179,a within 30 days of the date of this order the secretary of the treasury shall assess whether to maintain disbursing authority that it has delegated to agencies pursuant to 31 usc
14249,59,99,3321b and issue notices to revoke such delegations as appropriate in accordance with applicable law
14249,60,62,b the heads of agencies with disbursing authority under 31 usc
14249,61,479,3321c including the secretary of defense the secretary of homeland secu rity and the attorney general but excluding for the avoidance of doubt the supreme court and other entities of the federal government outside the executive branch will work with the secretary of the treasury to delegate the performance of their disbursing activities other than with respect to classified payments to the department of the treasurys chief disbursing officer in accordance with applicable law
14249,62,220,c notwithstanding subsections a or b of this section the secretary of the treasury may continue to delegate disbursing authority to ntdos at other agencies when doing so would align with significant government priorities
14249,63,215,any remaining ntdos are required to report daily to the depart ment of the treasurys centralized accounting and reporting system in accord ance with thencurrent department of the treasury guidance and applicable law
14249,64,172,d the secretary of the treasury shall develop a plan to centralize and manage all payments previously disbursed by ntdos ensuring seamless continuity of government payments
14249,65,263,e the secretary of the treasury in coordination with agency heads shall establish a transition plan for agencies currently operating as ntdos including staffing adjustments system integrations and legal or regulatory modifications necessary for full consolidation
14249,66,86,f the heads of agencies with disbursing authority delegated to the agency under 33 usc
14249,67,224,3321b shall decommission all internal payment systems and use the department of the treasurys disbursement systems except and to the extent authorized by the department of the treasury or otherwise required by applicable law
14249,68,41,reporting and implementation requirements
14249,69,691,a the heads of all agencies shall submit a compliance plan to the omb director within 90 days of the date of this order detailing their strategy for i transitioning disbursing authority to the department of the treasury as applicable and as contemplated by this order ii updating and integrating systems with department of the treasury platforms iii procedures to verify payment information as contemplated by this order and iv transmitting information associated with improper payments to the department of the treasury in accordance with standards and reporting specifications established by the omb director in coordination with the secretary of the treasury as contemplated by this order
14249,70,217,b the secretary of the treasury shall submit an implementation report to through the assistant to for economic policy within 180 days of the date of this order detailing progress on the matters set forth in this order
14249,71,241,c the secretary of the treasury and agency heads shall take all necessary steps to protect classified information and systems as well as personally identifiable information and tax return information through the implementa tion of this order
14249,72,18,general provisions
14249,73,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14249,74,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14249,75,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14245,1,120,imposing tariffs on countries importing venezuelan oil  including the international emergency economic powers act 50 usc
14245,2,54,1701 et seq ieepa the national emer gencies act 50 usc
14245,3,409,1601 et seq and section 301 of title 3 united states code and in view of the national emergency declared with respect to venezuela in executive order 13692 of march 8 2015 blocking property and suspending entry of certain persons contributing to the situation in venezuela as continued most recently in the notice of february 27 2025 continuation of the national emergency with respect to venezuela i donald j
14245,4,245,trump president of the united states of america find that the actions and policies of the regime of nicolas maduro in venezuela continue to pose an unusual and extraordinary threat to the national security and foreign policy of the united states
14245,5,393,the activities of the tren de aragua gang a transnational criminal organization originating in venezuela and designated as a foreign terrorist organization and a specially designated global terrorist organization have intensified this threat as highlighted in proclamation 10903 of march 14 2025 invocation of the alien enemies act regarding the invasion of the united states by tren de aragua
14245,6,171,further more venezuelas ongoing destabilizing actions including its support for illicit activities necessitate further economic measures to protect united states interests
14245,7,200,in light of these circumstances and to address the continued national emer gency with respect to venezuela that forms the basis for executive order 13692 and subsequent orders i hereby order section 1
14245,8,8,findings
14245,9,383,a the tren de aragua gang a transnational criminal organization with origins in venezuela has been designated as a foreign terrorist organization by the united states due to its extensive involvement in terrorist activities such as kidnapping and violent attacks including the assassination of a venezuelan opposition figure that destabilize communities across the western hemisphere
14245,10,244,the prior administrations openborders policies facilitated the infiltration of the united states by members of tren de aragua allowing these dangerous criminals to establish a foothold within united states cities and prey upon american citizens
14245,11,327,the maduro regime aided and facilitated the influx of tren de aragua members into the united states during the prior administration by failing to control its borders permit ting the gangs operations to flourish within venezuela and refusing to take action against its members thereby exacerbating the illegal immigration crisis
14245,12,429,b existing sanctions on venezuela including those imposed in executive order 13692 executive order 13808 of august 24 2017 imposing additional sanctions with respect to the situation in venezuela executive order 13850 of november 1 2018 blocking property of additional persons contrib uting to the situation in venezuela and executive order 13884 of august 5 2019 blocking property of the government of venezuela remain in effect
14245,13,200,the actions and policies of the maduro regime that were the basis for those orders continue to pose an unusual and extraordinary threat to the national security and foreign policy of the united states
14245,14,585,these actions include i the systematic undermining of democratic institutions through the suppression of free and fair elections and the illegitimate consolidation of power by the regime of nicolas maduro ii endemic economic mismanagement and public corruption at the ex pense of the venezuelan people and their prosperity iii the regimes responsibility for the deepening humanitarian and public health crisis in venezuela and iv the destabilization of the western hemisphere through the forced migration of millions of venezuelans imposing significant burdens on neighboring countries
14245,15,21,imposition of tariffs
14245,16,223,a on or after april 2 2025 a tariff of 25 percent may be imposed on all goods imported into the united states from any country that imports venezuelan oil whether directly from ven ezuela or indirectly through third parties
14245,17,207,duties imposed by this order will be supplemental to duties on imports already imposed pursuant to ieepa section 232 of the trade expansion of 1962 section 301 of the trade act of 1974 or any other authority
14245,18,383,b the secretary of state in consultation with the secretary of the treas ury the secretary of commerce the secretary of homeland security and the united states trade representative is hereby authorized to determine in his discretion whether the tariff of 25 percent will be imposed on goods from any country that imports venezuelan oil directly or indirectly on or after april 2 2025
14245,19,410,c once imposed on a country at the secretary of states discretion the tariff of 25 percent shall expire 1 year after the last date on which the country imported venezuelan oil or at an earlier date if the secretary of commerce in consultation with the secretary of state the secretary of the treasury the secretary of homeland security and the united states trade representative so determines at his discretion
14245,20,30,administration and enforcement
14245,21,249,a the secretary of state in coordi nation with the secretary of the treasury the secretary of commerce the secretary of homeland security and the united states trade representative is hereby authorized to impose the tariffs established by this order
14245,22,489,b the secretary of commerce in coordination with the secretary of state and the attorney general is hereby authorized to i determine whether a country has imported venezuelan oil directly or indirectly ii issue regulations guidance and determinations as necessary to imple ment this order iii coordinate with the heads of other executive departments and agencies to ensure compliance and iv take any additional actions consistent with applicable law to carry out the purposes of this order
14245,23,253,c any prior presidential proclamation executive order or other presi dential directive or guidance that is inconsistent with the direction in this order is hereby terminated suspended or modified to the extent necessary to give full effect to this order
14245,24,273,d any other presidential proclamation executive order or other presi dential directive or guidance that applies to venezuela or a country subject to a tariff under section 2 of this order remains in full effect except to the extent specified in subsection c of this section
14245,25,298,e if the secretary of state at his discretion decides to impose a tariff under section 2 of this order on china that tariff shall also apply to both the hong kong special administrative region and the macau special admin istrative region as a measure to reduce the risk of transshipment and evasion
14245,26,20,reporting and review
14245,27,283,the secretary of state and the secretary of commerce shall submit periodic reports to  within 180 days of the date of this order and no less than every 180 days thereafter assessing the effectiveness of the tariffs described in this order and the ongoing conduct of the maduro regime
14245,28,11,definitions
14245,29,258,for the purposes of this order a the term venezuelan oil means crude oil or petroleum products extracted refined or exported from venezuela regardless of the nationality of the entity involved in the production or sale of such crude oil or petroleum products
14245,30,209,b the term indirectly includes purchases of venezuelan oil through intermediaries or third countries where the origin of the oil can reasonably be traced to venezuela as determined by the secretary of commerce
14245,31,14,effective date
14245,32,34,this order is effective at 1201 am
14245,33,37,eastern daylight time on april 2 2025
14245,34,18,general provisions
14245,35,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14245,36,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14245,37,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14244,1,51,addressing remedial action by paul weiss  section 1
14244,2,10,background
14244,3,169,on march 14 2025 i signed executive order 14237 addressing risks from paul weiss to address certain issues related to paul weiss rifkind wharton  garrison llp paul weiss
14244,4,242,i noted that global law firms have for years played an outsized role in undermining the judicial process and in the destruction of bedrock american principles paul weiss is one of many law firms that have participated in this harmful activity
14244,5,98,earlier this week though paul weiss indicated that it will engage in a remarkable change of course
14244,6,753,specifically paul weiss has acknowledged the wrongdoing of its former partner mark pomerantz and it has agreed to a number of policy changes to promote equality justice and the principles that keep our nation strong including adopting a policy of political neu trality with respect to client selection and attorney hiring taking on a wide range of pro bono matters representing the full political spectrum committing to meritbased hiring promotion and retention instead of di versity equity and inclusion policies dedicating the equivalent of 40 million in pro bono legal services during my term in office to support causes including assisting our nations veterans fairness in the justice sys tem and combating antisemitism and other similar initiatives
14244,7,43,this development should give americans hope
14244,8,219,if the legal profession dedi cates a fraction of its energy to bringing justice to local communities unleashing hardworking businesses strengthening the american family and unifying our nation all americans will benefit
14244,9,98,revocation i hereby revoke executive order 14237 of march 14 2025 addressing risks from paul weiss
14244,10,18,general provisions
14244,11,297,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department or agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14244,12,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14244,13,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14240,1,85,eliminating waste and saving taxpayer dollars by consoli dating procurement section 1
14240,2,6,policy
14240,3,275,the federal government spends approximately 490 billion per year on federal contracts for common goods and servicesthe types of goods and services purchased by nearly every executive department and agency agenciesmaking it the largest buyer of goods and services in the world
14240,4,172,as a matter of sound management these standardized procurement functions should be carried out in the most efficient and effective manner possible for the american taxpayer
14240,5,127,the general services administration was established in 1949 through the federal property and administrative services act 40 usc
14240,6,110,101 et seq to provide an economical and efficient system for the core procurement services for agencies 40 usc
14240,7,3,101
14240,8,245,it is time to return the general services administration to its original purpose rather than continuing to have mul tiple agencies and agency subcomponents separately carry out these same functions in an uncoordinated and less economical fashion
14240,9,280,consolidating domestic federal procurement in the general services admin istrationthe agency designed to conduct procurementwill eliminate waste and duplication while enabling agencies to focus on their core mission of delivering the best possible services for the american people
14240,10,11,definitions
14240,11,90,for the purposes of this order a administrator means the administrator of general services
14240,12,172,b agency has the meaning given to it in section 3502 of title 44 united states code except that such term does not include the executive office of or any components thereof
14240,13,117,c agency head means the highestranking official of an agency such as the secretary administrator chairman or director
14240,14,171,d common goods and services means the common governmentwide categories defined by the category management leadership council led by the office of management and budget omb
14240,15,197,e indefinite delivery contract vehicle means an agreement through which an agency can order goods and services over a defined period without setting forth quantities or a delivery schedule up front
14240,16,25,procurement consolidation
14240,17,181,a within 60 days of the date of this order agency heads shall in consultation with the agencys senior procure ment officials submit to the administrator proposals pursuant to 40 usc
14240,18,10,101 40 usc
14240,19,186,501 or other relevant authorities to have the general services administration conduct domestic procurement with respect to common goods and services for the agency where permitted by law
14240,20,266,b within 90 days of the date of this order the administrator shall submit a comprehensive plan to the director of omb for the general services administration to procure common goods and services across the domestic components of the government where permitted by law
14240,21,78,c within 30 days of the date of this order pursuant to the authority in 40 usc
14240,22,155,11302e the director of omb shall designate the administrator as the executive agent for all governmentwide acquisition contracts for information technology
14240,23,257,the administrator in consultation with the director of omb shall defer or decline the executive agent designation for govern mentwide acquisition contracts for information technology when necessary to ensure continuity of service or as otherwise appropriate
14240,24,322,the administrator shall further on an ongoing basis and consistent with applicable law ration alize governmentwide indefinite delivery contract vehicles for information technology for agencies across the government including as part of identi fying and eliminating contract duplication redundancy and other inefficien cies
14240,25,141,d within 14 days of the date of this order the director of omb shall issue a memorandum to agencies implementing subsection c of this section
14240,26,18,general provisions
14240,27,294,a nothing in this order shall be construed to impair or otherwise affect i the authority granted by law to an executive department agency or the head thereof or ii the functions of the director of the office of management and budget relating to budgetary administrative or legislative proposals
14240,28,114,b this order shall be implemented consistent with applicable law and subject to the availability of appropriations
14240,29,259,c this order is not intended to and does not create any right or benefit substantive or procedural enforceable at law or in equity by any party against the united states its departments agencies or entities its officers employees or agents or any other person
14240,30,40,the white house washington march 20 2025
14240,31,6,fr doc
14240,32,167,202505197 filed 32425 845 am billing code 3395f4p trumpepsgph verdate sep112014 1822 mar 24 2025 jkt 265001 po 00000 frm 00004 fmt 4705 sfmt 4790 efrfm25mre0sgm 25mre0
14241,1,122,immediate measures to increase american mineral produc tion  including section 301 of title 3 united states code section 1
14241,2,7,purpose
14241,3,144,the united states possesses vast mineral resources that can create jobs fuel prosperity and significantly reduce our reliance on foreign nations
14241,4,153,transportation infrastructure defense capabilities and the next generation of technology rely upon a secure predictable and affordable supply of minerals
14241,5,153,the united states was once the worlds largest producer of lucrative minerals but overbearing federal regulation has eroded our nations mineral production
14241,6,124,our national and economic security are now acutely threatened by our reliance upon hostile foreign powers mineral production
14241,7,161,it is imperative for our national security that the united states take immediate action to facilitate domestic mineral production to the max imum possible extent
14241,8,11,definitions
14241,9,86,for the purposes of this order a mineral means a critical mineral as defined by 30 usc
14241,10,160,1606a3 as well as uranium copper potash gold and any other element compound or material as determined by the chair of the national energy dominance council nedc
14241,11,162,b mineral production means the mining processing refining and smelting of minerals and the production of processed critical minerals and other derivative products
14241,12,207,c the term processed minerals refers to minerals that have undergone the activities that occur after mineral ore is extracted from a mine up through its conversion into a metal metal powder or a master alloy
14241,13,192,these activities specifically occur beginning from the point at which ores are converted into oxide concentrates separated into oxides and converted into metals metal powders and master alloys
14241,14,95,d the term derivative products includes all goods that incorporate processed minerals as inputs
14241,15,280,these goods include semifinished goods such as semiconductor wafers anodes and cathodes as well as final products such as permanent magnets motors electric vehicles batteries smartphones microprocessors radar systems wind turbines and their components and advanced optical devices
14241,16,17,priority projects
14241,17,369,a within 10 days of the date of this order the head of each executive department and agency agency involved in the permitting of mineral production in the united states shall provide to the chair of the nedc a list of all mineral production projects for which a plan of operations a permit application or other application for approval has been submitted to such agency
14241,18,362,within 10 days of the submission of such lists the head of each such agency shall in coordination with the chair of the nedc identify priority projects that can be immediately approved or for which permits can be immediately issued and take all necessary or appropriate actions within the agencys authority to expedite and issue the relevant permits or approvals
14241,19,400,b within 15 days of the date of this order the chair of the nedc in consultation with the heads of relevant agencies shall submit to the executive director of the permitting council mineral production projects to be considered as transparency projects on the permitting dashboard estab lished under section 41003 of title 41 of the fixing americas surface transportation act public law 11494 129 stat
14241,20,4,1748
14241,21,146,within 15 days of receiving the submission the executive director shall publish any projects selected and establish schedules for expedited review
14241,22,232,c the chair of the nedc in consultation with relevant agencies shall issue a request for information to solicit industry feedback on regulatory bottlenecks and other recommended strategies for expediting domestic min eral production
14241,23,18,mining act of 1872
14241,24,286,within 30 days of the date of this order the chair of the nedc and the director of the office of legislative affairs shall jointly prepare and submit recommendations to for the congress to clarify the treatment of waste rock tailings and mine waste disposal under the mining act of 1872
14241,25,29,land use for mineral projects
14241,26,264,a within 10 days of the date of this order the secretary of the interior shall identify and provide the assistant to for economic policy and the assistant to for national security affairs with a list of all federal lands known to hold mineral deposits and reserves
14241,27,164,the secretary of the interior shall prioritize mineral production and mining related purposes as the primary land uses in these areas consistent with applicable law
14241,28,194,land use plans under the federal land policy and management act shall provide for mineral production and ancillary uses and be amended or revised as necessary to support the intent of this order
14241,29,315,b within 30 days of the date of this order the secretary of defense the secretary of the interior the secretary of agriculture and the secretary of energy shall identify as many sites as possible on federal land managed by their respective agencies that may be suitable for leasing or development pursuant to 10 usc
14241,30,11,2667 42 usc
14241,31,260,7256 or other applicable authorities for the construction and operation of private commercial mineral production enterprises and provide such list to the assistant to for eco nomic policy the assistant to for national security affairs and the chair of the nedc
14241,32,346,the secretary of defense the secretary of the interior the secretary of agriculture and the secretary of energy shall prioritize including sites on such lists on which mineral production projects could be fully permitted and operational as soon as possible and have the greatest potential effect on robustness of the domestic mineral supply chain
14241,33,115,c the secretary of defense and the secretary of energy shall enter into extended use leases as authorized by 10 usc
14241,34,17,2667 or by 42 usc
14241,35,230,7256a respectively or using any other authority they deem appropriate with private entities to advance the installation of commercial mineral pro duction enterprises on the lands identified pursuant to subsection b of this section
14241,36,214,the installation of such commercial mineral production enter prises may be accomplished through development and construction or via modification of existing structures to be compatible with commercial require ments
14241,37,646,d within 30 days of the date of this order the secretary of defense and the secretary of energy shall coordinate with the secretary of agriculture the administrator of the small business administration and the head of any other agency that provides or can provide loans capital assistance technical assistance and working capital to domestic mineral production project sponsors to ensure that all private parties who enter into lease and commercial agreements under subsection c of this section can utilize as many favorable terms and conditions as are available under public assist ance programs for these purposes consistent with applicable law
14241,38,50,accelerating private and public capital investment
14241,39,236,a the secretary of defense shall utilize the national security capital forum to facilitate the introduction of entities to pair private capital with commercially viable domestic mineral production projects to the maximum possible extent
14241,40,177,b to address the national emergency declared pursuant to executive order 14156 of january 20 2025 declaring a national energy emergency i hereby waive the requirements of 50 usc
14241,41,17,4533a1 through a6
14241,42,181, including section 301 of title 3 united states code i hereby delegate to the secretary of defense the authority of conferred by section 303 of the defense production act dpa 50 usc
14241,43,4,4533
14241,44,434,the secretary of defense may use the authority under section 303 of the dpa in consultation with the secretary of the interior the secretary of energy the chair of the nedc and the heads of other agencies as the secretary of defense deems appropriate for the domestic production and facilitation of strategic resources the secretary of defense deems necessary or appropriate to advance domestic mineral production in the united states
14241,45,212,further within 30 days of the date of this order the secretary of defense shall add mineral production as a priority industrial capability development area for the industrial base analysis and sustainment program
14241,46,454,c agencies that are empowered to make loans loan guarantees grants equity investments or to conclude offtake agreements to advance national security in securing vital mineral supply chains both domestically and abroad shall to the extent permitted by law take steps to rescind any policies that require an applicant to complete and submit to the agency as part of an application for such funds the disclosures that are required by regulation sk part 1300
14241,47,120,d to address the national emergency declared pursuant to executive order 14156 i hereby waive the requirements of 50 usc
14241,48,39,4531d1aii 4332d1b and 4533a1 through a6
14241,49,250, including section 301 of title 3 united states code i hereby delegate to the chief executive officer ceo of the united states international develop ment finance corporation dfc the authority of conferred by sections 301 302 and 303 of the dpa 50 usc
14241,50,67,4531 4532 and 4533 and the authority to implement the dpa in 50 usc
14241,51,23,4554 4555 4556 and 4560
14241,52,402,the ceo of the dfc may use the authority under sections 301 302 and 303 of the dpa in consultation with the secretary of defense the secretary of the interior the secretary of energy the chair of the nedc and the heads of other agencies as the ceo deems appropriate for the domestic production and facilitation of strategic resources the ceo deems necessary or appropriate to advance mineral production
